SAMPLE_ID,BRCA1/2_mut,other_HRR_gene_mutation_somatic,sv_trans_frac,sv_del_frac,sv_inv_frac,sv_tadem_dup_frac,sv_n_all_sv,sv_n_svclass_stdev,sv_microhom_deletion_mean,sv_microhom_inversion_mean,sv_microhom_tandem-duplication_mean,sv_microhom_translocation_mean,indel_n_del,indel_n_ins,ins_indel_ratio,del_indel_ratio,indel_DEL_len_1,indel_DEL_len_2,indel_DEL_len_3,indel_DEL_len_4,indel_DEL_len_inf,indel_INS_len_1,indel_INS_len_2,indel_INS_len_3,indel_INS_len_4,indel_INS_len_inf,indel_DEL_mh,indel_DEL_noMHstatus,indel_DEL_rep,indel_del_mh_ratio,Telomeric_AI,Interstitial_AI,Telomeric_LOH,Interstitial_LOH,LST_count,LOH_count,MSI,cnv_DEL_0_3500_sum_indel_DEL_len_inf,indel_INS_len_inf_sum_cnv_DUP_0_30000,indel_INS_len_inf_sum_cnv_DUP_0_1000,frac_cnv_DUP_len_30000_inf,frac_cnv_DEL_len_100000_inf,frac_cnv_DIPLOID_len_100000_inf,frac_sv_dup_30000+,frac_sv_del_frac,frac_sv_del_100000+,FBI_relaxed,percent_all_cc2ca,percent_all_cc2ct,cc2ca_vs_cc2ct,SBS31,ccne1_amp,resistant_ccne1_over_6,frac_cnv_DUP_len_0_30000,frac_cnv_DEL_len_0_100000,frac_cnv_DIPLOID_len_0_100000,frac_sv_dup_0_30000,frac_sv_del_0_100000,labels_v1
Sample_0093,0,0,0.584415584415584,0.168831168831169,0.103896103896104,0.142857142857143,77,14.9728921721891,1.76923076923077,1.375,1.63636363636364,0.4,198,188,0.4870466321,0.5129533679,58,37,16,13,74,110,11,4,1,62,61,49,88,0.3080808081,12,113,3,33,2,2,0.0,74,70,62,0.938461538461538,0.409090909090909,0.96078431372549,0.545454545454545,0.0128205128205128,0.759368836291913,0,45.19,86.04,1.9,0.19,0,0,0.0615384615384619,0.590909090909091,0.03921568627451,0.454545454545455,0.240631163708087,1
Sample_0094,0,0,0.619047619047619,0.19047619047619,0.0714285714285714,0.119047619047619,42,9.12414379544733,0.125,1.0,1.0,0.115384615384615,250,245,0.4949494949,0.5050505051,118,29,7,8,88,132,17,6,2,88,61,44,145,0.244,4,27,1,14,1,0,0.0,88,90,88,0.888888888888889,0.636363636363636,0.956521739130435,0.6,0.0232558139534884,0.854651162790698,0,64.47,56.64,0.88,0.31,0,0,0.111111111111111,0.363636363636364,0.0434782608695649,0.4,0.145348837209302,1
Sample_0095,0,0,0.872340425531915,0.0638297872340425,0.0425531914893617,0.0212765957446809,47,16.9022927438854,0.666666666666667,0.0,0.0,0.024390243902439,231,244,0.5136842105,0.4863157895,81,29,13,10,98,148,9,2,1,84,70,44,117,0.303030303,18,158,0,28,4,1,0.0,98,105,84,0.918287937743191,0.125,0.857142857142857,1.0,0.0208333333333333,0.326388888888889,0,53.42,86.54,1.62,0.48,0,0,0.081712062256809,0.875,0.142857142857143,0.0,0.6736111111111109,0
Sample_0097,0,1,0.356948228882834,0.326975476839237,0.223433242506812,0.0926430517711172,367,37.9761438274083,0.683333333333333,0.951219512195122,0.970588235294118,0.450381679389313,602,354,0.370292887,0.629707113,228,75,46,35,218,209,13,4,5,123,183,139,280,0.303986711,35,299,14,90,18,9,0.47,218,141,124,0.947214076246334,0.5,0.923076923076923,0.676470588235294,0.0027173913043478,0.265942028985507,13,34.41,96.68,2.81,0.47,0,0,0.0527859237536659,0.5,0.0769230769230769,0.3235294117647059,0.734057971014493,1
Sample_0099,0,0,0.17737003058104,0.470948012232416,0.171253822629969,0.180428134556575,327,41.7275388682342,1.08441558441558,0.660714285714286,1.22033898305085,0.431034482758621,485,388,0.4444444444,0.5555555556,204,57,25,23,176,233,31,7,9,108,147,78,260,0.3030927835,32,297,18,130,10,10,0.06,176,129,109,0.927586206896552,0.596491228070175,0.833333333333333,0.728813559322034,0.0030487804878048,0.517896737408932,10,35.4,74.46,2.1,0.44,1,1,0.0724137931034479,0.403508771929825,0.1666666666666669,0.271186440677966,0.4821032625910679,0
Sample_0100,0,0,0.758620689655172,0.0,0.103448275862069,0.137931034482759,29,8.73053390247253,0.0,0.0,1.0,1.72727272727273,420,606,0.5906432749,0.4093567251,227,60,21,24,88,464,41,5,6,90,84,82,254,0.2,9,38,1,7,4,0,0.01,88,93,90,0.928571428571429,0.75,0.92,0.5,0.0,0.0,0,30.79,114.32,3.71,0.46,0,0,0.0714285714285709,0.25,0.0799999999999999,0.5,1.0,0
Sample_0101,0,0,0.311197916666667,0.26953125,0.201822916666667,0.217447916666667,768,33.2716095192282,0.980676328502416,0.47741935483871,0.958083832335329,0.309623430962343,598,293,0.3288439955,0.6711560045,268,77,39,38,176,177,15,8,4,89,172,128,298,0.2876254181,32,275,23,145,16,21,0.21,176,94,90,0.981203007518797,0.702702702702703,0.923076923076923,0.664670658682635,0.0013003901170351,0.467989672263998,12,35.95,71.81,2.0,0.62,1,1,0.018796992481203,0.297297297297297,0.0769230769230769,0.335329341317365,0.532010327736002,0
Sample_0103,0,0,0.796610169491525,0.0508474576271186,0.101694915254237,0.0508474576271186,59,18.6597829569371,0.666666666666667,0.166666666666667,1.0,0.957446808510638,250,258,0.5078740157,0.4921259843,69,40,15,8,118,92,9,5,5,147,80,48,122,0.32,25,265,6,100,1,6,0.28,121,191,150,0.853333333333333,0.458333333333333,0.666666666666667,0.666666666666667,0.0166666666666667,0.655555555555556,2,35.78,124.38,3.48,0.01,0,0,0.1466666666666669,0.541666666666667,0.333333333333333,0.333333333333333,0.344444444444444,0
Sample_0105,0,0,0.45273631840796,0.288557213930348,0.169154228855721,0.0895522388059701,201,27.4988636128841,0.879310344827586,0.558823529411765,1.0,0.417582417582418,909,200,0.180342651,0.819657349,252,46,17,30,564,108,4,2,4,82,527,129,253,0.5797579758,29,137,19,81,20,22,0.0,564,95,82,0.855555555555556,0.842105263157895,0.941176470588235,0.833333333333333,0.0049504950495049,0.257340389211335,6,38.9,62.05,1.59,1.0,0,0,0.144444444444444,0.1578947368421049,0.058823529411765,0.1666666666666669,0.7426596107886649,1
Sample_0106,1,0,0.645833333333333,0.208333333333333,0.0416666666666667,0.104166666666667,48,11.3357840487546,1.9,0.0,0.8,0.0645161290322581,418,453,0.5200918485,0.4799081515,218,55,24,17,104,331,26,6,9,81,89,80,249,0.2129186603,11,79,6,31,3,3,0.56,104,89,81,0.911111111111111,0.583333333333333,0.977777777777778,0.8,0.0204081632653061,0.685714285714286,0,52.31,74.41,1.42,0.44,0,0,0.088888888888889,0.4166666666666669,0.022222222222222,0.1999999999999999,0.3142857142857139,1
Sample_0107,0,0,0.373193166885677,0.283837056504599,0.177398160315375,0.165571616294349,761,64.4840096458029,1.43055555555556,0.844444444444444,1.19047619047619,0.651408450704225,882,282,0.2422680412,0.7577319588,444,87,41,29,281,172,15,5,3,87,277,169,436,0.3140589569,29,381,16,181,23,20,0.02,282,97,88,0.967105263157895,0.811111111111111,0.91044776119403,0.888888888888889,0.0013123359580052,0.402249198016915,31,38.77,76.34,1.97,0.91,1,1,0.0328947368421049,0.188888888888889,0.0895522388059699,0.111111111111111,0.5977508019830851,0
Sample_0108,0,0,0.30379746835443,0.113924050632911,0.0759493670886076,0.506329113924051,79,13.5346776836392,0.444444444444444,0.0,1.025,0.0833333333333333,262,226,0.4631147541,0.5368852459,99,38,14,9,102,161,13,5,6,41,90,39,133,0.3435114504,28,195,14,93,3,10,0.14,104,57,41,0.929515418502203,0.304347826086956,0.927536231884058,0.65,0.0125,0.658333333333333,0,27.79,84.19,3.03,0.22,1,0,0.070484581497797,0.695652173913044,0.072463768115942,0.35,0.341666666666667,1
Sample_0109,1,0,0.292410714285714,0.410714285714286,0.100446428571429,0.196428571428572,448,51.5024271272724,1.92934782608696,2.0,1.93181818181818,0.770992366412214,1845,405,0.18,0.82,426,53,39,46,1281,287,20,5,6,87,1161,218,466,0.6292682927,34,282,23,160,29,33,0.0,1281,105,88,0.902702702702703,0.84375,0.968152866242038,0.579545454545455,0.0022271714922049,0.1681030308899,9,70.08,29.83,0.43,0.25,0,0,0.0972972972972969,0.15625,0.031847133757962,0.4204545454545449,0.8318969691101,1
Sample_0110,0,0,0.204753199268739,0.153564899451554,0.107861060329068,0.53382084095064,547,91.5733995219136,0.976190476190476,0.932203389830508,1.11301369863014,0.482142857142857,363,317,0.4661764706,0.5338235294,144,58,22,10,129,181,18,2,13,103,102,77,184,0.2809917355,35,505,23,185,12,12,0.07,129,115,104,0.978300180831826,0.793103448275862,0.928571428571429,0.976027397260274,0.0018248175182481,0.582268856447689,3,30.45,57.52,1.89,0.62,1,1,0.0216998191681739,0.206896551724138,0.0714285714285709,0.023972602739726,0.417731143552311,0
Sample_0111,0,0,0.195402298850575,0.148380355276907,0.276907001044932,0.379310344827586,957,83.9117840353785,0.880281690140845,0.886792452830189,1.02203856749311,0.877005347593583,666,393,0.3711048159,0.6288951841,436,65,26,26,113,283,30,5,4,71,97,130,439,0.1456456456,33,339,16,120,21,13,0.01,113,84,71,0.96398891966759,0.945945945945946,0.962264150943396,0.90633608815427,0.0010438413361169,0.499478079331941,53,54.89,41.07,0.75,0.61,1,1,0.0360110803324099,0.0540540540540539,0.0377358490566039,0.0936639118457299,0.500521920668059,0
Sample_0112,1,0,0.42089552238806,0.352238805970149,0.170149253731343,0.0567164179104478,335,48.3703163107292,1.45762711864407,0.473684210526316,0.368421052631579,0.340425531914894,1158,233,0.1675053918,0.8324946082,191,57,28,26,856,129,12,6,5,81,789,128,241,0.6813471503,36,190,17,83,32,15,0.06,856,96,81,0.937238493723849,0.333333333333333,0.888888888888889,0.894736842105263,0.0029761904761904,0.177436440677966,11,45.5,45.41,1.0,0.68,0,0,0.0627615062761509,0.666666666666667,0.111111111111111,0.1052631578947369,0.822563559322034,1
Sample_0115,0,1,0.392,0.216,0.109333333333333,0.282666666666667,375,38.5056813989832,0.851851851851852,0.51219512195122,0.613207547169811,0.0816326530612245,333,351,0.5131578947,0.4868421053,158,32,24,29,90,280,23,6,4,38,107,66,160,0.3213213213,30,209,15,82,12,14,0.02,90,50,38,0.953846153846154,0.619047619047619,0.847826086956522,0.830188679245283,0.0026595744680851,0.455575256107171,4,44.08,68.25,1.55,0.31,1,0,0.0461538461538459,0.380952380952381,0.152173913043478,0.169811320754717,0.544424743892829,0
Sample_0116,0,0,0.251764705882353,0.462352941176471,0.225882352941177,0.06,850,121.537031393728,1.01272264631043,0.671875,0.980392156862745,0.551401869158878,1738,339,0.1632161772,0.8367838228,460,84,50,50,1094,210,27,5,6,91,1011,286,441,0.581703107,41,350,23,171,27,18,0.07,1095,114,91,0.934844192634561,0.636363636363636,0.918604651162791,0.784313725490196,0.0011750881316098,0.25669546081096,24,61.6,40.1,0.65,0.13,1,0,0.065155807365439,0.363636363636364,0.081395348837209,0.215686274509804,0.74330453918904,0
Sample_0117,1,0,0.345394736842105,0.164473684210526,0.0822368421052632,0.407894736842105,304,40.0686910192984,0.78,0.48,1.25806451612903,0.533333333333333,539,169,0.238700565,0.761299435,159,43,7,13,317,103,5,4,5,52,261,117,161,0.4842300557,27,168,16,64,21,18,0.04,317,61,52,0.959821428571429,0.25,0.923076923076923,0.306451612903226,0.0032786885245901,0.358819672131148,3,56.4,45.29,0.8,0.13,0,0,0.0401785714285709,0.75,0.0769230769230769,0.693548387096774,0.6411803278688519,1
Sample_0118,0,0,0.319444444444444,0.243055555555556,0.215277777777778,0.222222222222222,144,5.95818764390649,0.828571428571429,0.419354838709677,0.625,0.304347826086956,320,223,0.4106813996,0.5893186004,127,51,20,28,94,149,7,8,3,56,101,71,148,0.315625,31,224,11,64,12,11,0.09,94,69,58,0.949416342412451,0.555555555555556,0.884615384615385,0.875,0.0068965517241379,0.482364532019704,8,30.22,72.52,2.4,0.81,0,0,0.050583657587549,0.444444444444444,0.1153846153846149,0.125,0.517635467980296,1
Sample_0119,0,1,0.190243902439024,0.626829268292683,0.126829268292683,0.0560975609756098,410,91.2975903296467,1.32684824902724,0.576923076923077,1.52173913043478,0.525641025641026,957,494,0.3404548587,0.6595451413,207,74,45,41,590,319,26,6,12,131,532,145,280,0.5559038662,38,240,20,151,22,20,1.05,591,142,131,0.95397489539749,0.442307692307692,0.777777777777778,0.565217391304348,0.0024330900243309,0.143618582370038,12,54.61,49.71,0.91,0.17,1,0,0.0460251046025099,0.5576923076923079,0.222222222222222,0.434782608695652,0.856381417629962,1
Sample_0120,0,0,0.763440860215054,0.139784946236559,0.0645161290322581,0.032258064516129,93,27.806249297595,1.07692307692308,0.0,0.333333333333333,0.0422535211267606,300,289,0.4906621392,0.5093378608,76,49,13,20,142,132,17,5,5,130,87,59,154,0.29,20,136,6,39,4,6,0.0,142,145,130,0.934497816593886,0.5,0.805555555555556,0.666666666666667,0.0106382978723404,0.456628477905074,1,36.36,90.26,2.48,0.68,1,1,0.065502183406114,0.5,0.1944444444444439,0.333333333333333,0.543371522094926,0
Sample_0122,0,0,0.66,0.12,0.12,0.1,50,11.842719282327,0.5,0.333333333333333,5.4,0.0,358,293,0.4500768049,0.5499231951,145,55,25,26,107,187,12,4,4,86,89,66,203,0.248603352,12,82,1,20,4,1,0.19,108,90,86,0.965217391304348,0.285714285714286,0.789473684210526,1.0,0.0196078431372549,0.163398692810457,0,32.58,163.85,5.03,0.72,0,0,0.0347826086956519,0.714285714285714,0.210526315789474,0.0,0.8366013071895431,1
Sample_0123,0,0,0.415148609779482,0.226270373921381,0.209012464046021,0.149568552253116,1043,103.781922799686,0.694915254237288,0.844036697247706,0.743589743589744,0.662817551963048,529,377,0.4161147903,0.5838852097,273,49,20,25,162,252,20,4,8,93,122,153,254,0.2306238185,32,473,14,156,24,12,0.9,163,108,93,0.971751412429379,0.791666666666667,0.975609756097561,0.903846153846154,0.0009578544061302,0.596885349698032,38,38.53,46.37,1.2,0.99,1,1,0.0282485875706209,0.208333333333333,0.024390243902439,0.096153846153846,0.403114650301968,0
Sample_0124,0,0,0.251121076233184,0.219730941704036,0.349775784753363,0.179372197309417,223,14.0423466699836,0.591836734693878,0.5,0.775,0.142857142857143,201,171,0.4596774194,0.5403225806,74,26,10,9,82,85,3,1,3,79,66,41,94,0.328358209,5,86,0,34,0,0,0.02,82,91,79,0.842105263157895,0.321428571428572,0.94392523364486,0.975,0.0044642857142857,0.853316326530612,9,47.18,68.6,1.45,0.01,0,0,0.1578947368421049,0.6785714285714279,0.0560747663551399,0.025,0.146683673469388,0
Sample_0125,0,0,0.642201834862385,0.0458715596330275,0.0458715596330275,0.26605504587156,109,26.55536668924,0.4,0.8,1.20689655172414,1.22857142857143,239,225,0.4849137931,0.5150862069,110,31,10,16,72,178,5,4,5,33,52,26,161,0.2175732218,12,116,4,30,3,2,0.0,72,40,33,0.94017094017094,0.857142857142857,0.975609756097561,0.896551724137931,0.009090909090909,0.0,0,33.47,90.72,2.71,0.39,1,1,0.0598290598290599,0.142857142857143,0.024390243902439,0.1034482758620689,1.0,0
Sample_0126,0,1,0.208333333333333,0.157738095238095,0.125,0.508928571428571,336,51.2103505162775,1.73584905660377,0.80952380952381,1.14619883040936,0.671428571428571,200,176,0.4680851064,0.5319148936,72,31,9,5,83,98,7,3,1,67,68,34,98,0.34,30,271,18,116,13,16,0.0,83,80,67,0.946058091286307,0.763157894736842,0.983050847457627,0.894736842105263,0.0029673590504451,0.357426795812105,9,37.14,56.9,1.53,0.86,1,1,0.0539419087136929,0.2368421052631579,0.0169491525423729,0.1052631578947369,0.642573204187895,0
Sample_0128,0,0,0.406340057636888,0.112391930835735,0.106628242074928,0.37463976945245,347,48.9099938662846,1.0,0.594594594594595,0.838461538461538,0.269503546099291,390,460,0.5411764706,0.4588235294,184,45,19,23,119,327,18,5,7,103,87,61,242,0.2230769231,22,131,19,53,9,11,0.0,119,113,103,0.89247311827957,0.815384615384615,0.963636363636364,0.707692307692308,0.0028735632183908,0.230106100795756,7,40.1,69.96,1.74,0.71,0,0,0.10752688172043,0.1846153846153849,0.036363636363636,0.292307692307692,0.769893899204244,1
Sample_0131,0,0,0.316546762589928,0.496402877697842,0.115107913669065,0.0719424460431655,139,23.573024837725,2.23188405797101,0.3125,0.9,0.113636363636364,720,540,0.4285714286,0.5714285714,447,70,31,28,144,423,33,5,6,73,133,96,491,0.1847222222,29,167,15,108,12,25,0.14,144,90,73,0.885906040268456,0.627906976744186,0.82089552238806,0.7,0.0071428571428571,0.546790890269151,2,47.25,65.94,1.4,0.05,0,0,0.114093959731544,0.3720930232558139,0.17910447761194,0.3,0.453209109730849,1
Sample_0133,0,0,0.757575757575758,0.151515151515151,0.0303030303030303,0.0606060606060606,33,9.78199877325692,0.0,0.0,2.0,1.0,242,208,0.4622222222,0.5377777778,90,40,10,19,83,132,9,3,8,56,60,46,136,0.2479338843,18,113,3,19,0,2,0.0,83,70,56,0.935483870967742,1.0,0.588235294117647,1.0,0.0294117647058824,0.388235294117647,0,59.43,129.76,2.18,0.43,0,0,0.064516129032258,0.0,0.411764705882353,0.0,0.611764705882353,0
Sample_0134,0,0,0.147727272727273,0.590909090909091,0.127272727272727,0.134090909090909,440,86.6631409539257,1.48461538461538,1.03571428571429,1.52542372881356,0.384615384615385,1295,299,0.1875784191,0.8124215809,219,37,22,28,989,220,11,4,4,60,920,163,212,0.7104247104,31,224,22,165,13,24,0.05,989,66,60,0.936842105263158,0.594594594594595,0.934131736526946,0.745762711864407,0.0022675736961451,0.0920983778126635,7,58.64,36.58,0.62,0.56,0,0,0.0631578947368419,0.405405405405405,0.0658682634730539,0.254237288135593,0.9079016221873364,0
Sample_0135,1,0,0.243801652892562,0.276859504132231,0.0743801652892562,0.40495867768595,242,28.5350661467605,1.95522388059702,1.88888888888889,1.8469387755102,1.1864406779661,411,52,0.1123110151,0.8876889849,101,14,11,8,277,32,5,1,1,13,249,75,87,0.6058394161,27,109,17,67,28,16,0.0,277,16,14,0.957746478873239,0.816326530612245,0.967741935483871,0.336734693877551,0.0041152263374485,0.341870892451324,0,54.43,42.14,0.77,0.02,1,1,0.0422535211267609,0.1836734693877549,0.032258064516129,0.6632653061224489,0.6581291075486759,0
Sample_0136,0,0,0.146153846153846,0.523076923076923,0.153846153846154,0.176923076923077,130,20.5487225880345,1.63235294117647,0.8,1.26086956521739,1.26315789473684,252,221,0.467230444,0.532769556,108,17,6,13,108,206,4,0,2,9,109,49,94,0.4325396825,31,107,18,60,12,17,0.01,109,12,9,0.96969696969697,0.407407407407407,0.910714285714286,0.434782608695652,0.0076335877862595,0.145936237090256,5,56.06,45.2,0.81,0.06,1,1,0.03030303030303,0.592592592592593,0.0892857142857139,0.565217391304348,0.8540637629097441,0
Sample_0137,0,0,0.420454545454546,0.170454545454545,0.236363636363636,0.172727272727273,440,44.8385994428907,1.85333333333333,1.55769230769231,1.52631578947368,1.32432432432432,259,141,0.3525,0.6475,158,20,10,12,59,119,7,1,3,11,57,49,153,0.2200772201,28,402,11,106,19,16,0.05,59,38,13,0.939051918735892,0.727272727272727,0.969387755102041,0.986842105263158,0.0022675736961451,0.638548752834467,26,43978.0,68.33,0.0,0.02,1,1,0.060948081264108,0.272727272727273,0.0306122448979589,0.013157894736842,0.361451247165533,0
Sample_0138,1,0,0.195121951219512,0.195121951219512,0.146341463414634,0.463414634146341,328,40.9389789809174,1.53125,1.6875,1.80263157894737,1.171875,684,87,0.1128404669,0.8871595331,129,21,11,13,510,49,8,3,2,25,468,104,112,0.6842105263,30,150,25,92,31,18,0.25,510,37,25,0.844155844155844,0.774193548387097,0.831775700934579,0.230263157894737,0.0030395136778115,0.202507598784195,0,43.51,41.87,0.96,0.09,0,0,0.155844155844156,0.225806451612903,0.168224299065421,0.769736842105263,0.797492401215805,1
Sample_0139,0,0,0.227390180878553,0.382428940568475,0.214470284237726,0.175710594315245,387,30.4907772941262,1.33108108108108,2.16867469879518,1.83823529411765,1.07954545454546,426,128,0.2310469314,0.7689530686,190,36,23,21,156,107,2,1,2,16,171,79,176,0.4014084507,30,263,13,62,12,6,0.04,156,27,16,0.96594427244582,0.857142857142857,0.925925925925926,0.911764705882353,0.0025773195876288,0.444796600724436,23,34.69,51.19,1.48,0.09,0,0,0.0340557275541799,0.142857142857143,0.0740740740740739,0.0882352941176469,0.5552033992755641,1
Sample_0140,0,0,0.151515151515151,0.363636363636364,0.371212121212121,0.113636363636364,132,15.6044865343272,1.33333333333333,1.75510204081633,1.73333333333333,0.95,246,69,0.219047619,0.780952381,148,11,4,14,69,53,3,0,1,12,68,67,111,0.2764227642,25,105,17,42,11,5,0.05,71,20,12,0.9,0.65625,0.949152542372881,0.666666666666667,0.0075187969924812,0.24812030075188,14,44.76,38.93,0.87,0.09,0,0,0.0999999999999999,0.34375,0.0508474576271189,0.333333333333333,0.75187969924812,0
Sample_0141,1,0,0.223880597014925,0.212686567164179,0.16044776119403,0.402985074626866,268,24.5254969368614,2.12280701754386,1.51162790697674,1.87962962962963,1.08333333333333,660,82,0.1105121294,0.8894878706,146,17,15,20,462,64,5,3,3,7,402,128,130,0.6090909091,31,134,23,96,21,20,0.2,464,16,7,0.847457627118644,0.8,0.846938775510204,0.212962962962963,0.0037174721189591,0.209743690080219,3,67.62,35.46,0.52,0.09,0,0,0.1525423728813559,0.1999999999999999,0.1530612244897959,0.787037037037037,0.790256309919781,0
Sample_0142,0,1,0.224489795918367,0.183673469387755,0.36734693877551,0.224489795918367,49,3.41869858279434,1.44444444444444,1.88888888888889,2.63636363636364,1.0,174,100,0.3649635036,0.6350364964,66,17,15,33,43,71,14,1,2,12,54,39,81,0.3103448276,24,107,14,66,10,16,0.0,45,18,12,0.934065934065934,0.714285714285714,0.925925925925926,1.0,0.02,0.217777777777778,4,22.63,84.84,3.75,0.06,1,1,0.065934065934066,0.285714285714286,0.0740740740740739,0.0,0.782222222222222,0
Sample_0143,0,0,0.289361702127659,0.204255319148936,0.4,0.106382978723404,235,25.4103817366052,1.64583333333333,1.5531914893617,1.48,0.926470588235294,239,228,0.4882226981,0.5117773019,108,27,22,13,69,184,13,4,5,22,68,50,121,0.2845188285,30,276,19,84,18,12,0.15,70,34,23,0.957446808510638,0.638888888888889,0.904761904761905,0.8,0.0042372881355932,0.663841807909605,21,25.87,93.91,3.63,0.03,1,1,0.0425531914893619,0.361111111111111,0.095238095238095,0.1999999999999999,0.336158192090395,0
Sample_0144,0,0,0.153846153846154,0.230769230769231,0.38974358974359,0.225641025641026,195,16.8133131773604,1.33333333333333,1.59210526315789,1.68181818181818,1.06666666666667,285,173,0.3777292576,0.6222707424,167,17,19,15,67,142,12,3,3,13,75,70,140,0.2631578947,21,209,8,34,7,5,0.08,67,25,13,0.952569169960474,0.666666666666667,0.846153846153846,0.886363636363636,0.0051020408163265,0.397959183673469,29,35.7,51.77,1.45,0.08,0,0,0.0474308300395259,0.333333333333333,0.1538461538461539,0.1136363636363639,0.602040816326531,1
Sample_0145,1,1,0.25503355704698,0.48993288590604,0.201342281879195,0.0536912751677852,149,23.3813494050279,2.34246575342466,1.76666666666667,1.0,1.57894736842105,580,76,0.1158536585,0.8841463415,126,11,15,13,415,54,6,1,4,11,407,73,100,0.7017241379,19,76,14,38,18,13,0.01,415,15,12,0.928571428571429,0.891304347826087,0.969230769230769,0.625,0.0066666666666666,0.149680365296804,0,53.46,44.34,0.83,0.09,1,1,0.0714285714285709,0.1086956521739129,0.0307692307692309,0.375,0.850319634703196,0
Sample_0146,1,0,0.282352941176471,0.334117647058824,0.112941176470588,0.270588235294118,425,35.1310048247983,1.83802816901408,1.375,1.61739130434783,1.35833333333333,1424,110,0.07170795306,0.9282920469,352,36,23,41,972,71,12,4,4,19,893,270,261,0.6271067416,34,206,15,69,30,16,0.08,972,24,19,0.97787610619469,0.736842105263158,0.833333333333333,0.147826086956522,0.0023474178403755,0.168617337829796,2,73.63,28.18,0.38,0.02,0,0,0.0221238938053099,0.263157894736842,0.1666666666666669,0.852173913043478,0.8313826621702041,1
Sample_0147,1,0,0.184115523465704,0.126353790613718,0.0902527075812274,0.59927797833935,277,56.623206373359,1.74285714285714,1.44,1.6144578313253,1.25490196078431,512,82,0.138047138,0.861952862,111,7,8,9,377,58,7,0,1,16,331,96,85,0.646484375,28,94,22,35,20,13,0.01,377,21,16,0.927536231884058,0.808510638297872,0.917808219178082,0.319277108433735,0.0035971223021582,0.256217882836588,0,58.3,33.87,0.58,0.01,0,0,0.072463768115942,0.191489361702128,0.082191780821918,0.680722891566265,0.743782117163412,1
Sample_0148,1,1,0.179347826086957,0.184782608695652,0.135869565217391,0.5,184,26.7861904719577,1.20588235294118,1.2,1.69565217391304,0.96969696969697,210,93,0.3069306931,0.6930693069,96,17,19,11,67,75,5,3,1,9,80,38,92,0.380952381,18,97,13,50,4,12,0.01,68,15,9,0.904761904761905,0.86,0.950819672131147,0.83695652173913,0.0054054054054054,0.292527821939587,6,30.39,55.4,1.82,0.05,1,0,0.095238095238095,0.14,0.0491803278688529,0.1630434782608699,0.707472178060413,1
Sample_0149,0,0,0.258741258741259,0.244755244755245,0.300699300699301,0.195804195804196,143,5.35607132140714,1.14285714285714,1.48837209302326,1.17857142857143,0.837837837837838,123,90,0.4225352113,0.5774647887,59,15,7,10,32,78,4,0,1,7,32,26,65,0.2601626016,35,334,16,126,15,15,0.01,32,24,7,0.961968680089485,0.6,0.795454545454545,0.785714285714286,0.0069444444444444,0.624206349206349,23,26.15,85.24,3.26,0.07,1,1,0.038031319910515,0.4,0.204545454545455,0.2142857142857139,0.375793650793651,0
Sample_0150,0,0,0.222879684418146,0.187376725838264,0.230769230769231,0.358974358974359,507,32.9573588140797,1.47368421052632,1.58974358974359,1.76923076923077,1.27433628318584,390,174,0.3085106383,0.6914893617,192,21,16,21,140,132,15,2,5,20,141,85,164,0.3615384615,37,349,10,85,30,6,0.08,140,34,20,0.966507177033493,0.777777777777778,0.923076923076923,0.917582417582418,0.0019685039370078,0.409718193120597,18,30.18,49.55,1.64,0.03,1,1,0.033492822966507,0.222222222222222,0.0769230769230769,0.082417582417582,0.590281806879403,0
Sample_0151,1,0,0.26530612244898,0.110787172011662,0.192419825072886,0.431486880466472,343,40.5362492098122,0.684210526315789,1.56060606060606,1.5472972972973,0.89010989010989,391,146,0.2718808194,0.7281191806,134,16,14,18,209,123,8,0,0,15,192,70,129,0.4910485934,29,182,22,85,12,22,0.01,211,22,15,0.946153846153846,0.826666666666667,0.900900900900901,0.817567567567568,0.002906976744186,0.314871481028152,10,47.31,45.52,0.96,0.04,0,0,0.0538461538461539,0.173333333333333,0.0990990990990989,0.182432432432432,0.685128518971848,0
Sample_0152,0,0,0.152173913043478,0.395652173913044,0.356521739130435,0.0956521739130435,230,29.5338788512447,1.87912087912088,1.54878048780488,2.40909090909091,0.885714285714286,388,107,0.2161616162,0.7838383838,176,35,31,37,109,75,10,2,5,15,127,89,172,0.3273195876,21,226,13,74,9,14,0.23,110,33,16,0.921397379912664,0.529411764705882,0.716049382716049,0.772727272727273,0.0043290043290043,0.361067503924647,28,33.59,61.18,1.82,0.01,1,0,0.0786026200873359,0.470588235294118,0.283950617283951,0.2272727272727269,0.6389324960753531,0
Sample_0153,0,0,0.234972677595629,0.316939890710382,0.256830601092896,0.191256830601093,183,8.28779222712539,1.13793103448276,1.19148936170213,1.51428571428571,0.790697674418605,344,148,0.3008130081,0.6991869919,177,30,27,28,82,116,7,3,0,22,94,69,181,0.273255814,26,152,15,71,14,15,0.05,82,26,22,0.96969696969697,0.84375,0.973333333333333,0.942857142857143,0.0054347826086956,0.634464017991004,8,34.82,58.11,1.67,0.1,1,1,0.03030303030303,0.15625,0.0266666666666669,0.057142857142857,0.3655359820089959,0
