SAMPLE_ID,other_HRR_gene_mutation_somatic,cnv_DUP_len_30000_inf,cnv_DUP_len_30_100,cnv_DEL_len_100000_inf,cnv_DIPLOID_len_100000_inf,sv_n_trans,sv_n_del,sv_n_inv,sv_n_tadem_dup,sv_dup_30000+,sv_del_100000+,sv_microhom_deletion_mean,sv_microhom_inversion_mean,sv_microhom_tandem-duplication_mean,sv_microhom_translocation_mean,indel_n_del,indel_n_ins,indel_insdel_ratio,indel_DEL_len_1,indel_DEL_len_2,indel_DEL_len_3,indel_DEL_len_4,indel_DEL_len_inf,indel_INS_len_1,indel_INS_len_2,indel_INS_len_3,indel_INS_len_4,indel_INS_len_inf,indel_DEL_mh,indel_DEL_noMHstatus,indel_DEL_rep,indel_ratio,Telomeric_AI,Interstitial_AI,Telomeric_LOH,Interstitial_LOH,LST_count,LOH_count,MSI,cnv_DEL_0_3500_sum_indel_DEL_len_inf,indel_INS_len_inf_sum_cnv_DUP_0_30000,indel_INS_len_inf_sum_cnv_DUP_0_1000,FBI_relaxed,percent_all_cc2ca,percent_all_cc2ct,cc2ca_vs_cc2ct,SBS31,ccne1_amp,resistant_ccne1_over_6,BRCA1/2_mut,cnv_DUP_len_0_30000,cnv_DEL_len_0_100000,cnv_DIPLOID_len_0_100000,sv_dup_0_30000,sv_del_0_100000
Sample_0089,0,363,0,16,82,103,85,97,107,95,54,0.717647058823529,0.711340206185567,1.19626168224299,0.495145631067961,479,461,0.962421711899791,165,69,29,25,191,262,26,10,8,155,124,94,256,0.962421711899791,31,373,20,142,18,11,0.29,191,191,157,22,43.81,59.88,1.37,0.81,1,1,0,36,15,8,12,31
Sample_0090,0,401,0,42,171,187,172,154,254,236,74,1.01744186046512,0.590909090909091,0.996062992125984,0.914438502673797,603,309,0.512437810945274,320,62,25,31,165,181,17,9,11,91,130,139,320,0.512437810945274,32,472,18,222,24,16,0.15,165,113,91,42,40.39,51.17,1.27,0.85,1,1,0,22,16,8,18,98
Sample_0091,1,362,0,14,51,72,67,68,59,22,34,1.46268656716418,0.838235294117647,1.33898305084746,0.319444444444444,295,185,0.627118644067797,138,26,16,19,96,107,12,2,3,61,74,63,149,0.627118644067797,37,323,21,157,16,17,0.05,97,73,62,10,34.02,66.32,1.95,0.0,0,0,0,12,20,8,37,33
Sample_0092,0,192,0,18,62,106,170,83,65,45,79,0.723529411764706,1.01204819277108,0.8,0.547169811320755,344,217,0.630813953488372,145,28,22,26,123,156,7,3,0,51,98,62,174,0.630813953488372,29,191,20,89,22,25,0.0,123,56,51,11,38.58,60.45,1.57,0.75,1,1,0,5,3,6,20,91
Sample_0093,0,122,0,9,98,45,13,8,11,6,10,1.76923076923077,1.375,1.63636363636364,0.4,198,188,0.94949494949495,58,37,16,13,74,110,11,4,1,62,61,49,86,0.94949494949495,12,113,3,33,2,2,0.0,74,70,62,0,45.19,86.04,1.9,0.19,0,0,0,8,13,4,5,3
Sample_0094,0,16,0,7,44,26,8,3,5,3,7,0.125,1.0,1.0,0.115384615384615,250,245,0.98,118,29,7,8,88,132,17,6,2,88,52,44,145,0.98,4,27,1,14,1,0,0.0,88,90,88,0,64.47,56.64,0.88,0.31,0,0,0,2,4,2,2,1
Sample_0095,0,236,0,1,18,41,3,2,1,1,1,0.666666666666667,0.0,0.0,0.024390243902439,231,244,1.05627705627706,81,29,13,10,98,148,9,2,1,84,70,44,115,1.05627705627706,18,158,0,28,4,1,0.0,98,105,84,0,53.42,86.54,1.62,0.48,0,0,0,21,7,3,0,2
Sample_0096,0,222,0,48,120,43,88,35,40,30,54,1.14772727272727,0.6,1.275,0.581395348837209,333,219,0.657657657657658,146,47,23,20,97,122,9,5,5,78,86,66,174,0.657657657657658,35,275,17,126,14,17,0.01,98,99,79,4,33.11,76.48,2.31,0.6,1,0,0,21,18,8,10,34
Sample_0097,1,323,0,12,36,131,120,82,34,23,32,0.683333333333333,0.951219512195122,0.970588235294118,0.450381679389313,602,354,0.588039867109635,228,75,46,35,218,209,13,4,5,123,177,139,280,0.588039867109635,35,299,14,90,18,9,0.47,218,141,124,13,34.41,96.68,2.81,0.47,0,0,0,18,12,3,11,88
Sample_0098,1,120,0,73,144,111,110,87,178,50,58,0.763636363636364,0.505747126436782,0.808988764044944,0.738738738738739,597,206,0.345058626465662,169,29,16,20,363,119,11,5,7,64,303,115,165,0.345058626465662,35,242,20,144,19,20,0.06,363,89,64,5,56.09,50.76,0.9,0.45,0,0,1,25,32,17,128,52
Sample_0099,0,269,0,34,90,58,154,56,59,43,80,1.08441558441558,0.660714285714286,1.22033898305085,0.431034482758621,485,388,0.8,204,57,25,23,176,233,31,7,9,108,147,78,247,0.8,32,297,18,130,10,10,0.06,176,129,109,10,35.4,74.46,2.1,0.44,1,0,0,21,23,18,16,74
Sample_0100,0,39,0,3,46,22,0,3,4,2,0,0.0,0.0,1.0,1.72727272727273,420,606,1.44285714285714,227,60,21,24,88,464,41,5,6,90,84,82,250,1.44285714285714,9,38,1,7,4,0,0.01,88,93,90,0,30.79,114.32,3.71,0.46,0,0,0,3,1,4,2,0
Sample_0101,0,261,0,26,60,239,207,155,167,111,97,0.980676328502416,0.47741935483871,0.958083832335329,0.309623430962343,598,293,0.489966555183946,268,77,39,38,176,177,15,8,4,89,161,128,298,0.489966555183946,32,275,23,145,16,21,0.21,176,94,90,12,35.95,71.81,2.0,0.62,1,1,0,5,11,5,56,110
Sample_0102,0,28,0,37,59,28,12,5,2,1,9,0.583333333333333,0.8,0.0,0.142857142857143,251,274,1.09163346613546,90,35,11,14,101,184,17,3,11,59,82,51,111,1.09163346613546,11,68,7,46,2,4,0.0,102,62,59,0,39.31,195.14,4.96,0.23,0,0,0,3,7,10,1,3
Sample_0103,0,256,0,11,36,47,3,6,3,2,2,0.666666666666667,0.166666666666667,1.0,0.957446808510638,250,258,1.032,69,40,15,8,118,92,9,5,5,147,80,48,114,1.032,25,265,6,100,1,6,0.28,121,191,150,2,35.78,124.38,3.48,0.01,0,0,0,44,13,18,1,1
Sample_0104,0,272,0,25,115,168,311,140,121,97,78,1.41800643086817,1.32142857142857,1.03305785123967,0.440476190476191,1789,460,0.257126886528787,416,83,60,52,1178,261,34,8,13,144,987,302,398,0.257126886528787,43,303,30,170,29,30,1.3,1179,146,144,25,41.39,51.4,1.24,0.27,0,0,0,2,26,14,24,233
Sample_0105,0,77,0,64,80,91,58,34,18,15,15,0.879310344827586,0.558823529411765,1.0,0.417582417582418,909,200,0.22002200220022,252,46,17,30,564,108,4,2,4,82,471,129,253,0.22002200220022,29,137,19,81,20,22,0.0,564,95,82,6,38.9,62.05,1.59,1.0,1,0,0,13,12,5,3,43
Sample_0106,0,82,0,7,44,31,10,2,5,4,7,1.9,0.0,0.8,0.0645161290322581,418,453,1.08373205741627,218,55,24,17,104,331,26,6,9,81,80,80,249,1.08373205741627,11,79,6,31,3,3,0.56,104,89,81,0,52.31,74.41,1.42,0.44,0,0,0,8,5,1,1,3
Sample_0107,0,294,0,73,122,284,216,135,126,112,87,1.43055555555556,0.844444444444444,1.19047619047619,0.651408450704225,882,282,0.319727891156463,444,87,41,29,281,172,15,5,3,87,255,169,436,0.319727891156463,29,381,16,181,23,20,0.02,282,97,88,31,38.77,76.34,1.97,0.91,1,1,0,10,17,12,14,129
Sample_0108,0,211,0,7,64,24,9,6,40,26,6,0.444444444444444,0.0,1.025,0.0833333333333333,262,226,0.862595419847328,99,38,14,9,102,161,13,5,6,41,83,39,133,0.862595419847328,28,195,14,93,3,10,0.14,104,57,41,0,27.79,84.19,3.03,0.22,1,1,0,16,16,5,14,3
Sample_0109,0,167,0,81,152,131,184,45,88,51,31,1.92934782608696,2.0,1.93181818181818,0.770992366412214,1845,405,0.219512195121951,426,53,39,46,1281,287,20,5,6,87,1090,218,466,0.219512195121951,34,282,23,160,29,33,0.0,1281,105,88,9,70.08,29.83,0.43,0.25,1,0,0,18,15,5,37,153
Sample_0110,0,541,0,23,104,112,84,59,292,285,49,0.976190476190476,0.932203389830508,1.11301369863014,0.482142857142857,363,317,0.873278236914601,144,58,22,10,129,181,18,2,13,103,102,77,174,0.873278236914601,35,505,23,185,12,12,0.07,129,115,104,3,30.45,57.52,1.89,0.62,0,0,0,12,6,8,7,35
Sample_0111,0,348,0,35,102,187,142,265,363,329,71,0.880281690140845,0.886792452830189,1.02203856749311,0.877005347593583,666,393,0.59009009009009,436,65,26,26,113,283,30,5,4,71,97,130,427,0.59009009009009,33,339,16,120,21,13,0.01,113,84,71,53,54.89,41.07,0.75,0.61,1,1,0,13,2,4,34,71
Sample_0112,0,224,0,6,48,141,118,57,19,17,21,1.45762711864407,0.473684210526316,0.368421052631579,0.340425531914894,1158,233,0.201208981001727,191,57,28,26,856,129,12,6,5,81,725,128,241,0.201208981001727,36,190,17,83,32,15,0.06,856,96,81,11,45.5,45.41,1.0,0.68,0,0,0,15,12,6,2,97
Sample_0113,0,166,0,2,48,27,36,10,12,11,11,0.944444444444444,0.6,1.58333333333333,0.333333333333333,518,434,0.837837837837838,276,63,32,22,125,345,21,5,2,61,111,132,259,0.837837837837838,22,129,7,45,6,6,0.02,125,73,61,0,57.51,68.5,1.19,0.77,0,0,0,12,2,4,1,25
Sample_0115,1,248,0,13,39,147,81,41,106,88,37,0.851851851851852,0.51219512195122,0.613207547169811,0.0816326530612245,333,351,1.05405405405405,158,32,24,29,90,280,23,6,4,38,93,66,160,1.05405405405405,30,209,15,82,12,14,0.02,90,50,38,4,44.08,68.25,1.55,0.31,1,0,0,12,8,7,18,44
Sample_0116,0,330,0,21,79,214,393,192,51,40,101,1.01272264631043,0.671875,0.980392156862745,0.551401869158878,1738,339,0.195051783659379,460,84,50,50,1094,210,27,5,6,91,939,286,441,0.195051783659379,41,350,23,171,27,18,0.07,1095,114,91,24,61.6,40.1,0.65,0.13,1,0,0,23,12,7,11,292
Sample_0117,0,215,0,2,48,105,50,25,124,38,18,0.78,0.48,1.25806451612903,0.533333333333333,539,169,0.313543599257885,159,43,7,13,317,103,5,4,5,52,252,117,161,0.313543599257885,27,168,16,64,21,18,0.04,317,61,52,3,56.4,45.29,0.8,0.13,0,0,1,9,6,4,86,32
Sample_0118,0,244,0,10,69,46,35,31,32,28,17,0.828571428571429,0.419354838709677,0.625,0.304347826086956,320,223,0.696875,127,51,20,28,94,149,7,8,3,56,90,71,148,0.696875,31,224,11,64,12,11,0.09,94,69,58,8,30.22,72.52,2.4,0.81,1,1,0,13,8,9,4,18
